Drugs ,Cell line,TCGA classification,Tissue,Tissue sub-type,IC50,AUC,Smiles
,OCI-AML3,LAML,blood,acute_myeloid_leukaemia,29.850592,0.951309,
,ML-2,LAML,blood,acute_myeloid_leukaemia,29.933743,0.966379,
,EoL-1-cell,UNCLASSIFIED,blood,haematopoietic_neoplasm_other,30.758154,0.981217,
,CCRF-CEM,ALL,blood,lymphoblastic_leukemia,31.440434,0.982237,
,Ramos-2G6-4C10,UNCLASSIFIED,blood,Burkitt_lymphoma,32.37146,0.986681,
,ESS-1,UNCLASSIFIED,urogenital_system,endometrium,32.674848,0.956055,
,NCI-H526,SCLC,lung,lung_small_cell_carcinoma,33.419846,0.963716,
,NAMALWA,UNCLASSIFIED,blood,Burkitt_lymphoma,34.684211,0.972188,
,MOLT-16,ALL,blood,lymphoblastic_T_cell_leukaemia,35.139662,0.99236,
,SR,UNCLASSIFIED,blood,lymphoid_neoplasm_other,35.986266,0.98196,
,AGS,STAD,digestive_system,stomach,36.768629,0.946342,
,KMS-12-BM,MM,blood,myeloma,36.808355,0.980499,
,KARPAS-231,UNCLASSIFIED,blood,B_cell_leukemia,36.957622,0.976136,
,L-363,MM,blood,myeloma,37.040426,0.982791,
,KARPAS-299,UNCLASSIFIED,blood,anaplastic_large_cell_lymphoma,37.407872,0.965006,
,NEC8,UNCLASSIFIED,urogenital_system,testis,38.213011,0.98335,
,BL-41,UNCLASSIFIED,blood,Burkitt_lymphoma,38.649896,0.996477,
MST-312,NCI-H2171,SCLC,lung,lung_small_cell_carcinoma,38.790174,0.983824,C1=CC(=CC(=C1)NC(=O)C2=C(C(=CC=C2)O)O)NC(=O)C3=C(C(=CC=C3)O)O 
,SU-DHL-5,DLBC,blood,B_cell_lymphoma,0.105525,0.341766,
,COLO-320-HSR,COREAD,digestive_system,large_intestine,0.13495,0.385767,
,MV-4-11,UNCLASSIFIED,blood,leukemia,0.143582,0.387742,
,SU-DHL-6,DLBC,blood,B_cell_lymphoma,0.1566,0.399924,
,IHH-4,THCA,thyroid,thyroid,0.163086,0.414842,
,WSU-NHL,UNCLASSIFIED,blood,lymphoid_neoplasm_other,0.168961,0.415219,
,U-698-M,UNCLASSIFIED,blood,B_cell_leukemia,0.175285,0.420068,
,KELLY,NB,nervous_system,neuroblastoma,0.180701,0.422754,
,IM-9,MM,blood,myeloma,0.188324,0.427574,
,L-1236,UNCLASSIFIED,blood,Hodgkin_lymphoma,0.188764,0.431504,
,SUP-M2,UNCLASSIFIED,blood,anaplastic_large_cell_lymphoma,0.189285,0.426006,
,NCI-H1963,SCLC,lung,lung_small_cell_carcinoma,0.201666,0.441323,
,SIMA,NB,nervous_system,neuroblastoma,0.204591,0.444637,
,A3-KAW,DLBC,blood,B_cell_lymphoma,0.211424,0.443087,
,EB2,UNCLASSIFIED,blood,Burkitt_lymphoma,0.216057,0.452351,
,SHP-77,SCLC,lung,lung_small_cell_carcinoma,0.224138,0.453941,
,RPMI-6666,UNCLASSIFIED,blood,Hodgkin_lymphoma,0.22581,0.45703,
,BL-41,UNCLASSIFIED,blood,Burkitt_lymphoma,0.227714,0.452481,
,HuTu-80,UNCLASSIFIED,digestive_system,digestive_system_other,0.235826,0.460426,
,CHP-134,NB,nervous_system,neuroblastoma,0.238998,0.462859,
,NCI-H847,SCLC,lung,lung_small_cell_carcinoma,0.241852,0.462715,
,SR,UNCLASSIFIED,blood,lymphoid_neoplasm_other,0.244335,0.463372,
,EoL-1-cell,UNCLASSIFIED,blood,haematopoietic_neoplasm_other,0.253856,0.468629,
,KGN,UNCLASSIFIED,urogenital_system,ovary,0.256131,0.474774,
,LOUCY,ALL,blood,lymphoblastic_T_cell_leukaemia,0.263784,0.475359,
