drugbank_accession_number,generic_name,type,Sequence,groups,ECFP,MeSH,MyID,ecfp_cluster
DB12265,Fexinidazole,Small Molecule,CSC1=CC=C(OCC2=NC=C(N2C)[N+]([O-])=O)C=C1,approved investigational,"[80, 102, 116, 172, 318, 322, 378, 394, 564, 650, 654, 695, 715, 718, 745, 753, 778, 811, 838, 935, 1057, 1145, 1195, 1255, 1271, 1380, 1452, 1472, 1513, 1535, 1615, 1624, 1677, 1723, 1750, 1820, 1873, 1963, 1973]",C038307,2625,A
DB12267,Brigatinib,Small Molecule,COC1=CC(=CC=C1NC1=NC=C(Cl)C(NC2=CC=CC=C2P(C)(C)=O)=N1)N1CCC(CC1)N1CCN(C)CC1,approved investigational,"[14, 65, 192, 207, 233, 249, 335, 342, 366, 378, 391, 407, 440, 449, 458, 486, 491, 496, 544, 555, 558, 561, 601, 650, 687, 695, 708, 721, 841, 847, 875, 926, 935, 1002, 1019, 1057, 1088, 1100, 1108, 1145, 1152, 1199, 1224, 1236, 1325, 1366, 1380, 1435, 1452, 1480, 1535, 1536, 1582, 1683, 1696, 1736, 1750, 1780, 1825, 1854, 1855, 1856, 1873, 1905, 1910, 1970]",C000598580,2626,C
DB12268,Carmegliptin,Small Molecule,[H][C@@]1(CF)CN(C(=O)C1)[C@@]1([H])CN2CCC3=CC(OC)=C(OC)C=C3[C@]2([H])C[C@]1([H])N,investigational,"[2, 4, 29, 80, 149, 205, 220, 231, 249, 314, 629, 650, 684, 695, 739, 798, 826, 841, 875, 926, 935, 1019, 1027, 1057, 1086, 1171, 1189, 1225, 1236, 1239, 1245, 1250, 1292, 1312, 1379, 1380, 1434, 1457, 1480, 1536, 1660, 1673, 1689, 1738, 1815, 1832, 1854, 1873, 1888, 1928, 1934, 1946, 1970]",C552198,2627,C
DB12270,Losmapimod,Small Molecule,CC1=C(C=C(C=C1F)C(=O)NC1CC1)C1=CC=C(C=N1)C(=O)NCC(C)(C)C,investigational,"[9, 80, 114, 150, 197, 252, 265, 266, 277, 344, 352, 378, 387, 392, 426, 486, 650, 667, 699, 807, 875, 926, 980, 997, 1009, 1019, 1025, 1057, 1152, 1231, 1249, 1286, 1325, 1360, 1380, 1385, 1429, 1452, 1535, 1563, 1634, 1655, 1660, 1697, 1722, 1750, 1768, 1840, 1873, 1917, 1919, 1928]",C543534,2628,A
DB12273,Ecopipam,Small Molecule,[H][C@]12CCC3=CC=CC=C3[C@]1([H])C1=CC(O)=C(Cl)C=C1CCN2C,investigational,"[84, 233, 364, 366, 371, 413, 486, 561, 713, 763, 807, 875, 926, 935, 1019, 1027, 1057, 1088, 1145, 1199, 1236, 1322, 1325, 1380, 1413, 1416, 1420, 1445, 1453, 1480, 1495, 1602, 1607, 1660, 1683, 1689, 1708, 1738, 1750, 1764, 1873, 1888]",C058081,2629,C
DB12278,Propiverine,Small Molecule,CCCOC(C(=O)OC1CCN(C)CC1)(C1=CC=CC=C1)C1=CC=CC=C1,approved investigational,"[13, 70, 80, 114, 119, 207, 294, 295, 357, 389, 440, 448, 650, 695, 741, 794, 807, 870, 900, 926, 935, 959, 993, 1019, 1057, 1088, 1126, 1145, 1199, 1236, 1264, 1325, 1380, 1410, 1417, 1480, 1750, 1873, 1917, 2017]",C015586,2630,C
DB12279,OBP-801,Small Molecule,CC(C)[C@H]1NC(=O)[C@H]2CSSCC\C=C\[C@H](CC(=O)N[C@H](C)C(=O)N2)OC(=O)C[C@@H]1O,investigational,"[1, 29, 47, 101, 113, 194, 231, 250, 253, 283, 301, 314, 331, 498, 591, 639, 650, 656, 675, 713, 750, 765, 769, 777, 789, 807, 840, 849, 926, 970, 1019, 1034, 1057, 1077, 1083, 1114, 1122, 1128, 1147, 1257, 1297, 1301, 1309, 1337, 1380, 1433, 1490, 1502, 1532, 1547, 1575, 1678, 1828, 1873, 1923]",C528967,2631,C
DB12283,Balapiravir,Small Molecule,CC(C)C(=O)OC[C@]1(O[C@H]([C@H](OC(=O)C(C)C)[C@@H]1OC(=O)C(C)C)N1C=CC(N)=NC1=O)N=[N+]=[N-],investigational,"[1, 36, 62, 80, 119, 141, 147, 214, 283, 314, 323, 378, 424, 436, 485, 487, 577, 579, 582, 606, 650, 656, 695, 725, 740, 765, 807, 878, 934, 935, 1019, 1057, 1060, 1065, 1070, 1101, 1126, 1171, 1176, 1349, 1380, 1449, 1457, 1522, 1676, 1744, 1750, 1788, 1838, 1855, 1862, 1873, 1880, 1887, 1917, 1950, 1991, 2013, 2042]",C530825,2632,B
DB12285,Verubecestat,Small Molecule,CN1C(N)=N[C@@](C)(CS1(=O)=O)C1=CC(NC(=O)C2=CC=C(F)C=N2)=CC=C1F,investigational,"[119, 184, 191, 207, 216, 378, 469, 486, 511, 648, 650, 699, 807, 843, 855, 873, 875, 880, 919, 926, 935, 980, 1021, 1057, 1060, 1145, 1152, 1171, 1203, 1241, 1257, 1274, 1311, 1380, 1410, 1452, 1457, 1535, 1670, 1683, 1744, 1750, 1816, 1840, 1845, 1871, 1873, 1895, 1907, 1917, 1928, 1978, 1980, 1982, 1993]",C000613570,2633,A
DB08929,Verubecestat,Small Molecule,CN1C(N)=N[C@@](C)(CS1(=O)=O)C1=CC(NC(=O)C2=CC=C(F)C=N2)=CC=C1F,investigational,"[119, 184, 191, 207, 216, 378, 469, 486, 511, 648, 650, 699, 807, 843, 855, 873, 875, 880, 919, 926, 935, 980, 1021, 1057, 1060, 1145, 1152, 1171, 1203, 1241, 1257, 1274, 1311, 1380, 1410, 1452, 1457, 1535, 1670, 1683, 1744, 1750, 1816, 1840, 1845, 1871, 1873, 1895, 1907, 1917, 1928, 1978, 1980, 1982, 1993]",C000613570,2633,A
DB12286,Simendan,Small Molecule,CC1CC(O)=NN=C1C1=CC=C(NN=C(C#N)C#N)C=C1,investigational,"[191, 231, 270, 333, 378, 470, 487, 516, 557, 592, 674, 700, 725, 790, 803, 807, 843, 896, 926, 945, 1019, 1057, 1152, 1160, 1221, 1267, 1278, 1309, 1380, 1384, 1442, 1450, 1575, 1602, 1750, 1779, 1873, 1908, 1923, 2006]",D000077464,2634,A
DB12289,Darexaban,Small Molecule,COC1=CC=C(C=C1)C(=O)NC1=C(NC(=O)C2=CC=C(C=C2)N2CCCN(C)CC2)C(O)=CC=C1,investigational,"[14, 207, 233, 283, 322, 381, 407, 486, 561, 580, 585, 650, 680, 687, 695, 718, 781, 807, 831, 834, 841, 926, 935, 947, 1028, 1039, 1057, 1083, 1088, 1145, 1152, 1224, 1236, 1380, 1385, 1405, 1480, 1508, 1536, 1602, 1607, 1665, 1696, 1697, 1750, 1795, 1816, 1825, 1831, 1873, 1917]",C569750,2635,A
DB12290,Puerarin,Small Molecule,OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)C1=C(O)C=CC2=C1OC=C(C2=O)C1=CC=C(O)C=C1,investigational,"[80, 133, 145, 222, 304, 314, 342, 352, 384, 525, 610, 650, 656, 670, 690, 745, 807, 896, 996, 1019, 1037, 1072, 1088, 1160, 1233, 1234, 1257, 1261, 1280, 1313, 1357, 1377, 1380, 1475, 1487, 1516, 1602, 1607, 1648, 1733, 1750, 1764, 1778, 1844, 1851, 1873, 1921]",C033607,2636,B
DB12293,Nefopam,Small Molecule,CN1CCOC(C2=CC=CC=C2)C2=CC=CC=C2C1,approved investigational,"[207, 242, 363, 371, 389, 585, 656, 802, 926, 935, 950, 1019, 1027, 1057, 1088, 1104, 1145, 1199, 1236, 1279, 1380, 1480, 1524, 1590, 1663, 1698, 1708, 1750, 1833, 1854, 1873, 1946, 1957]",D009340,2637,A
DB12299,Bavisant,Small Molecule,O=C(N1CCN(CC1)C1CC1)C1=CC=C(CN2CCOCC2)C=C1,investigational,"[80, 310, 338, 440, 497, 523, 558, 650, 656, 784, 807, 926, 935, 942, 950, 1019, 1325, 1380, 1385, 1405, 1441, 1480, 1504, 1511, 1589, 1683, 1697, 1736, 1750, 1754, 1765, 1771, 1791, 1849, 1854, 1873, 1910, 1917, 2009]",C574166,2638,C
DB12301,Doravirine,Small Molecule,CN1C(=O)NN=C1CN1C=CC(=C(OC2=CC(=CC(Cl)=C2)C#N)C1=O)C(F)(F)F,approved investigational,"[24, 74, 80, 94, 102, 114, 171, 216, 262, 305, 314, 318, 322, 333, 378, 419, 494, 504, 561, 564, 623, 650, 674, 688, 695, 758, 790, 809, 875, 935, 1003, 1031, 1035, 1057, 1101, 1109, 1114, 1120, 1136, 1145, 1154, 1209, 1261, 1314, 1380, 1384, 1453, 1455, 1504, 1617, 1679, 1683, 1747, 1750, 1765, 1873, 1928, 2004]",C000592662,2639,A
DB12305,Dasotraline,Small Molecule,N[C@@H]1CC[C@@H](C2=CC=C(Cl)C(Cl)=C2)C2=CC=CC=C12,investigational,"[163, 254, 292, 366, 371, 511, 551, 561, 587, 654, 666, 829, 875, 926, 1019, 1027, 1088, 1119, 1171, 1199, 1279, 1325, 1380, 1402, 1554, 1594, 1683, 1750, 1803, 1832, 1873]",C000609455,2640,C
DB05954,Dasotraline,Small Molecule,N[C@@H]1CC[C@@H](C2=CC=C(Cl)C(Cl)=C2)C2=CC=CC=C12,investigational,"[163, 254, 292, 366, 371, 511, 551, 561, 587, 654, 666, 829, 875, 926, 1019, 1027, 1088, 1119, 1171, 1199, 1279, 1325, 1380, 1402, 1554, 1594, 1683, 1750, 1803, 1832, 1873]",C000609455,2640,C
DB12307,Foretinib,Small Molecule,COC1=C(OCCCN2CCOCC2)C=C2N=CC=C(OC3=CC=C(NC(=O)C4(CC4)C(=O)NC4=CC=C(F)C=C4)C=C3F)C2=C1,investigational,"[13, 20, 80, 90, 94, 184, 191, 249, 310, 331, 378, 412, 523, 650, 653, 656, 673, 695, 699, 747, 780, 787, 807, 841, 843, 875, 926, 935, 950, 1009, 1057, 1060, 1077, 1097, 1145, 1152, 1162, 1165, 1245, 1357, 1360, 1380, 1405, 1410, 1441, 1452, 1480, 1482, 1518, 1536, 1542, 1600, 1617, 1637, 1648, 1670, 1671, 1678, 1712, 1750, 1788, 1791, 1816, 1840, 1849, 1866, 1873, 1911, 1917, 1928, 1945, 1970]",C544831,2641,A
DB05030,Foretinib,Small Molecule,COC1=C(OCCCN2CCOCC2)C=C2N=CC=C(OC3=CC=C(NC(=O)C4(CC4)C(=O)NC4=CC=C(F)C=C4)C=C3F)C2=C1,investigational,"[13, 20, 80, 90, 94, 184, 191, 249, 310, 331, 378, 412, 523, 650, 653, 656, 673, 695, 699, 747, 780, 787, 807, 841, 843, 875, 926, 935, 950, 1009, 1057, 1060, 1077, 1097, 1145, 1152, 1162, 1165, 1245, 1357, 1360, 1380, 1405, 1410, 1441, 1452, 1480, 1482, 1518, 1536, 1542, 1600, 1617, 1637, 1648, 1670, 1671, 1678, 1712, 1750, 1788, 1791, 1816, 1840, 1849, 1866, 1873, 1911, 1917, 1928, 1945, 1970]",C544831,2641,A
DB12308,Eltanolone,Small Molecule,[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@]2([H])C[C@H](O)CC[C@]12C,investigational,"[105, 106, 120, 144, 206, 331, 519, 522, 528, 529, 562, 590, 622, 650, 775, 807, 926, 1017, 1019, 1050, 1057, 1060, 1095, 1162, 1181, 1257, 1274, 1292, 1303, 1325, 1348, 1477, 1524, 1917, 1951, 1980]",D011280,2642,D
DB12310,Trehalose,Small Molecule,OC[C@H]1O[C@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,investigational,"[80, 222, 489, 610, 656, 695, 807, 869, 893, 1019, 1037, 1234, 1257, 1323, 1381, 1487, 1516, 1764, 1844, 1921, 1977]",D014199,2643,B
DB12313,Dopexamine,Small Molecule,OC1=C(O)C=C(CCNCCCCCCNCCC2=CC=CC=C2)C=C1,approved investigational,"[80, 104, 193, 310, 315, 389, 589, 592, 667, 771, 807, 875, 1004, 1045, 1066, 1088, 1143, 1152, 1169, 1199, 1243, 1322, 1380, 1475, 1507, 1602, 1607, 1750, 1754, 1873, 1911]",C046318,2644,A
DB12314,Chlorproguanil,Small Molecule,CC(C)NC(=N)NC(=N)NC1=CC=C(Cl)C(Cl)=C1,investigational,"[1, 117, 184, 191, 283, 366, 561, 573, 623, 666, 807, 843, 875, 1028, 1057, 1104, 1113, 1119, 1152, 1380, 1392, 1402, 1404, 1554, 1581, 1596, 1683, 1750, 1816, 1873, 1993, 2018]",C007030,2645,A
DB12316,9CUAB30,Small Molecule,[H]/C(=C(/[H])\C(\C)=C(/[H])C(O)=O)/C(/[H])=C(/C)\C(\[H])=C1/CCCC2=CC=CC=C12,investigational,"[31, 173, 352, 389, 395, 432, 549, 556, 646, 650, 694, 807, 892, 919, 926, 933, 976, 984, 1017, 1028, 1038, 1057, 1088, 1120, 1199, 1236, 1319, 1328, 1380, 1500, 1512, 1626, 1666, 1708, 1738, 1742, 1750, 1873, 1917, 1957, 2025]",C112106,2646,C
DB12319,Benzbromarone,Small Molecule,CCC1=C(C(=O)C2=CC(Br)=C(O)C(Br)=C2)C2=CC=CC=C2O1,investigational withdrawn,"[9, 80, 202, 294, 368, 460, 515, 555, 586, 650, 656, 728, 807, 833, 875, 878, 894, 1057, 1088, 1128, 1199, 1346, 1357, 1380, 1385, 1524, 1573, 1589, 1602, 1604, 1631, 1750, 1799, 1802, 1808, 1873, 1895, 1917]",D001553,2647,A
DB12321,Ifetroban,Small Molecule,CCCCCNC(=O)C1=COC(=N1)[C@@H]1[C@H]2CC[C@H](O2)[C@@H]1CC1=CC=CC=C1CCC(O)=O,investigational,"[8, 80, 149, 197, 245, 294, 378, 384, 389, 458, 473, 486, 518, 531, 569, 580, 588, 591, 592, 650, 656, 667, 711, 794, 807, 829, 855, 857, 926, 1019, 1034, 1057, 1085, 1088, 1152, 1156, 1199, 1233, 1243, 1287, 1325, 1349, 1380, 1444, 1457, 1533, 1564, 1597, 1737, 1747, 1750, 1811, 1819, 1855, 1873, 1876, 1911, 1917, 1921, 2039, 2041]",C078904,2648,A
DB12323,Radotinib,Small Molecule,CC1=CN(C=N1)C1=CC(NC(=O)C2=CC=C(C)C(NC3=NC=CC(=N3)C3=CN=CC=N3)=C2)=CC(=C1)C(F)(F)F,investigational,"[84, 114, 191, 219, 378, 443, 458, 464, 486, 491, 510, 526, 539, 555, 570, 571, 650, 658, 787, 807, 809, 875, 932, 935, 980, 990, 1057, 1071, 1085, 1114, 1125, 1143, 1152, 1158, 1192, 1217, 1224, 1225, 1260, 1317, 1380, 1385, 1391, 1417, 1423, 1452, 1453, 1535, 1582, 1586, 1603, 1619, 1691, 1697, 1722, 1731, 1750, 1795, 1816, 1819, 1825, 1855, 1866, 1873, 1917, 1928, 1956, 1978, 1985]",C000606751,2649,A
DB12326,Antroquinonol,Small Molecule,COC1=C(OC)C(=O)[C@H](C)[C@@H](C\C=C(/C)CC\C=C(/C)CCC=C(C)C)[C@H]1O,investigational,"[80, 101, 115, 133, 164, 237, 276, 314, 357, 385, 401, 416, 438, 479, 650, 694, 695, 740, 807, 819, 841, 997, 1016, 1017, 1019, 1057, 1064, 1088, 1257, 1280, 1309, 1380, 1536, 1564, 1574, 1582, 1714, 1746, 1873, 2028, 2039]",C545357,2650,C
DB12327,Salvinorin A,Small Molecule,COC(=O)[C@@H]1C[C@H](OC(C)=O)C(=O)[C@H]2[C@@]1(C)CC[C@H]1C(=O)O[C@@H](C[C@]21C)C1=COC=C1,investigational,"[42, 89, 120, 314, 384, 390, 396, 473, 521, 534, 559, 611, 650, 656, 679, 695, 699, 750, 764, 787, 807, 841, 919, 926, 940, 941, 985, 1006, 1017, 1019, 1035, 1057, 1060, 1069, 1126, 1148, 1152, 1162, 1273, 1274, 1279, 1292, 1325, 1380, 1477, 1570, 1611, 1721, 1750, 1840, 1848, 1866, 1873, 1917, 1934, 1950, 1951, 1952, 1959, 2035]",C090499,2651,C
DB12328,Cantharidin,Small Molecule,[H][C@]12CC[C@]([H])(O1)[C@]1(C)C(=O)OC(=O)[C@]21C,approved investigational,"[157, 314, 465, 650, 656, 706, 723, 767, 926, 1019, 1057, 1060, 1089, 1135, 1274, 1298, 1325, 1380, 1720, 1810, 1921]",D002193,2652,C
DB12329,Eravacycline,Small Molecule,[H][C@@]12CC3=C(F)C=C(NC(=O)CN4CCCC4)C(O)=C3C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])C2,approved investigational,"[41, 80, 140, 202, 231, 253, 277, 309, 314, 361, 423, 432, 519, 525, 585, 650, 658, 673, 689, 699, 807, 824, 829, 842, 874, 875, 881, 903, 926, 935, 1019, 1028, 1057, 1060, 1114, 1152, 1154, 1163, 1166, 1171, 1224, 1284, 1292, 1296, 1312, 1341, 1372, 1380, 1395, 1422, 1442, 1455, 1476, 1480, 1565, 1582, 1602, 1630, 1747, 1760, 1788, 1791, 1816, 1840, 1873, 1917, 1920, 1928, 1948, 1998, 2000, 2029, 2031]",C571179,2653,C
DB12332,Rucaparib,Small Molecule,CNCC1=CC=C(C=C1)C1=C2CCNC(=O)C3=C2C(N1)=CC(F)=C3,approved investigational,"[55, 77, 80, 119, 155, 255, 305, 310, 314, 352, 361, 403, 524, 638, 650, 661, 699, 767, 790, 812, 838, 875, 896, 905, 926, 968, 980, 1057, 1114, 1152, 1160, 1314, 1380, 1430, 1534, 1573, 1657, 1670, 1738, 1745, 1750, 1754, 1866, 1873, 1928, 1984, 1995]",C531549,2654,A
DB12334,Milataxel,Small Molecule,CCC(=O)O[C@H]1C[C@H]2OC[C@@]2(OC(C)=O)[C@H]2[C@H](OC(=O)C3=CC=CC=C3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)C4=CC=CO4)C(C)=C([C@@H](O)C(=O)[C@]12C)C3(C)C,investigational,"[1, 80, 114, 117, 131, 145, 146, 147, 196, 227, 231, 249, 294, 310, 312, 314, 352, 387, 389, 392, 474, 606, 650, 651, 656, 666, 668, 679, 682, 693, 695, 706, 733, 752, 787, 797, 802, 807, 816, 881, 898, 926, 959, 962, 1017, 1019, 1035, 1040, 1057, 1060, 1067, 1088, 1126, 1143, 1152, 1153, 1154, 1199, 1224, 1229, 1233, 1240, 1257, 1272, 1274, 1292, 1300, 1380, 1385, 1386, 1411, 1438, 1440, 1499, 1508, 1525, 1573, 1574, 1586, 1643, 1673, 1696, 1711, 1721, 1722, 1750, 1758, 1832, 1859, 1873, 1908, 1917, 1926, 1971, 1985, 1991, 1994, 2012, 2016]",C479501,2655,C
DB05523,Milataxel,Small Molecule,CCC(=O)O[C@H]1C[C@H]2OC[C@@]2(OC(C)=O)[C@H]2[C@H](OC(=O)C3=CC=CC=C3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)C4=CC=CO4)C(C)=C([C@@H](O)C(=O)[C@]12C)C3(C)C,investigational,"[1, 80, 114, 117, 131, 145, 146, 147, 196, 227, 231, 249, 294, 310, 312, 314, 352, 387, 389, 392, 474, 606, 650, 651, 656, 666, 668, 679, 682, 693, 695, 706, 733, 752, 787, 797, 802, 807, 816, 881, 898, 926, 959, 962, 1017, 1019, 1035, 1040, 1057, 1060, 1067, 1088, 1126, 1143, 1152, 1153, 1154, 1199, 1224, 1229, 1233, 1240, 1257, 1272, 1274, 1292, 1300, 1380, 1385, 1386, 1411, 1438, 1440, 1499, 1508, 1525, 1573, 1574, 1586, 1643, 1673, 1696, 1711, 1721, 1722, 1750, 1758, 1832, 1859, 1873, 1908, 1917, 1926, 1971, 1985, 1991, 1994, 2012, 2016]",C479501,2655,C
DB12338,Carisbamate,Small Molecule,NC(=O)OC[C@@H](O)C1=CC=CC=C1Cl,investigational,"[1, 80, 118, 140, 147, 227, 237, 270, 366, 561, 581, 650, 695, 706, 807, 974, 1075, 1088, 1171, 1199, 1362, 1380, 1487, 1511, 1683, 1750, 1873, 1898, 1917, 1968]",C518914,2656,A
DB12339,Radezolid,Small Molecule,CC(=O)NC[C@H]1CN(C(=O)O1)C1=CC=C(C(F)=C1)C1=CC=C(CNCC2=CN=NN2)C=C1,investigational,"[74, 80, 99, 119, 134, 197, 222, 233, 239, 245, 255, 268, 281, 310, 314, 352, 378, 407, 449, 606, 608, 638, 650, 656, 680, 699, 716, 731, 739, 750, 807, 872, 875, 892, 896, 926, 935, 952, 1004, 1017, 1019, 1057, 1089, 1107, 1114, 1152, 1160, 1214, 1380, 1391, 1457, 1535, 1557, 1604, 1641, 1750, 1754, 1805, 1825, 1840, 1873, 1917, 1928, 1946, 1978, 1993]",C552047,2657,A
DB05963,Radezolid,Small Molecule,CC(=O)NC[C@H]1CN(C(=O)O1)C1=CC=C(C(F)=C1)C1=CC=C(CNCC2=CN=NN2)C=C1,investigational,"[74, 80, 99, 119, 134, 197, 222, 233, 239, 245, 255, 268, 281, 310, 314, 352, 378, 407, 449, 606, 608, 638, 650, 656, 680, 699, 716, 731, 739, 750, 807, 872, 875, 892, 896, 926, 935, 952, 1004, 1017, 1019, 1057, 1089, 1107, 1114, 1152, 1160, 1214, 1380, 1391, 1457, 1535, 1557, 1604, 1641, 1750, 1754, 1805, 1825, 1840, 1873, 1917, 1928, 1946, 1978, 1993]",C552047,2657,A
DB12340,Navitoclax,Small Molecule,[H][C@@](CCN1CCOCC1)(CSC1=CC=CC=C1)NC1=C(C=C(C=C1)S(=O)(=O)NC(=O)C1=CC=C(C=C1)N1CCN(CC2=C(CCC(C)(C)C2)C2=CC=C(Cl)C=C2)CC1)S(=O)(=O)C(F)(F)F,investigational,"[1, 27, 74, 80, 100, 114, 116, 198, 216, 233, 295, 307, 317, 318, 319, 331, 340, 341, 350, 389, 392, 400, 402, 407, 486, 502, 523, 541, 552, 561, 650, 656, 687, 690, 710, 715, 739, 763, 784, 807, 811, 816, 872, 875, 878, 896, 911, 926, 935, 936, 940, 950, 1057, 1060, 1070, 1088, 1093, 1145, 1152, 1160, 1162, 1199, 1224, 1227, 1274, 1380, 1385, 1405, 1441, 1453, 1476, 1480, 1482, 1487, 1508, 1613, 1630, 1633, 1665, 1683, 1697, 1719, 1738, 1750, 1756, 1765, 1791, 1825, 1831, 1834, 1849, 1856, 1873, 1917, 1928, 1973, 1984]",C528561,2658,C
DB05764,Navitoclax,Small Molecule,[H][C@@](CCN1CCOCC1)(CSC1=CC=CC=C1)NC1=C(C=C(C=C1)S(=O)(=O)NC(=O)C1=CC=C(C=C1)N1CCN(CC2=C(CCC(C)(C)C2)C2=CC=C(Cl)C=C2)CC1)S(=O)(=O)C(F)(F)F,investigational,"[1, 27, 74, 80, 100, 114, 116, 198, 216, 233, 295, 307, 317, 318, 319, 331, 340, 341, 350, 389, 392, 400, 402, 407, 486, 502, 523, 541, 552, 561, 650, 656, 687, 690, 710, 715, 739, 763, 784, 807, 811, 816, 872, 875, 878, 896, 911, 926, 935, 936, 940, 950, 1057, 1060, 1070, 1088, 1093, 1145, 1152, 1160, 1162, 1199, 1224, 1227, 1274, 1380, 1385, 1405, 1441, 1453, 1476, 1480, 1482, 1487, 1508, 1613, 1630, 1633, 1665, 1683, 1697, 1719, 1738, 1750, 1756, 1765, 1791, 1825, 1831, 1834, 1849, 1856, 1873, 1917, 1928, 1973, 1984]",C528561,2658,C
DB12343,Temocillin,Small Molecule,CO[C@]1(NC(=O)C(C(O)=O)C2=CSC=C2)[C@H]2SC(C)(C)[C@@H](N2C1=O)C(O)=O,approved investigational,"[1, 14, 231, 255, 314, 344, 362, 389, 468, 552, 573, 650, 673, 675, 695, 697, 725, 807, 824, 841, 917, 935, 941, 960, 971, 987, 1019, 1057, 1060, 1078, 1091, 1149, 1150, 1152, 1196, 1233, 1274, 1365, 1380, 1431, 1590, 1614, 1635, 1750, 1769, 1844, 1864, 1873, 1892, 1917, 1937, 1999]",C031367,2659,C
DB12350,Rostafuroxin,Small Molecule,C[C@]12CC[C@H]3[C@@H](CC[C@@H]4C[C@@H](O)CC[C@]34C)[C@@]1(O)CC[C@]2(O)C1=COC=C1,investigational,"[99, 144, 293, 298, 315, 384, 396, 519, 528, 529, 556, 562, 590, 656, 682, 697, 745, 775, 787, 807, 811, 892, 926, 1006, 1019, 1044, 1050, 1057, 1060, 1154, 1162, 1257, 1274, 1292, 1325, 1348, 1380, 1477, 1524, 1750, 1816, 1873, 1948, 1951, 1959, 1980, 2018]",C106263,2660,D
DB12355,Netazepide,Small Molecule,CNC1=CC(NC(=O)N[C@@H]2N=C(C3=CC=CC=N3)C3=CC=CC=C3N(CC(=O)C(C)(C)C)C2=O)=CC=C1,investigational,"[3, 5, 43, 72, 80, 81, 106, 114, 184, 191, 265, 270, 314, 352, 378, 387, 392, 431, 448, 588, 650, 662, 703, 716, 724, 807, 808, 869, 875, 935, 980, 984, 1019, 1039, 1057, 1088, 1101, 1117, 1152, 1155, 1199, 1250, 1295, 1312, 1380, 1430, 1434, 1452, 1498, 1503, 1632, 1647, 1718, 1750, 1816, 1851, 1866, 1873, 1917, 1985, 1989, 1990, 1991]",C104428,2661,A
DB12361,Piclozotan,Small Molecule,ClC1=COC2=CC=CC=C2C(=O)N1CCCCN1CCC(=CC1)C1=CC=CC=N1,investigational,"[80, 296, 314, 352, 378, 448, 463, 561, 588, 637, 642, 650, 653, 656, 817, 875, 879, 893, 926, 935, 978, 980, 984, 1012, 1088, 1145, 1155, 1167, 1195, 1199, 1200, 1333, 1357, 1380, 1452, 1470, 1480, 1481, 1526, 1545, 1677, 1683, 1738, 1750, 1781, 1791, 1823, 1851, 1866, 1873, 1889, 1905, 1911, 1985, 2029]",C510463,2662,A
DB12364,Betrixaban,Small Molecule,COC1=CC=C(NC(=O)C2=CC=C(C=C2)C(=N)N(C)C)C(=C1)C(=O)NC1=CC=C(Cl)C=N1,approved investigational,"[62, 216, 322, 329, 378, 486, 561, 618, 623, 650, 695, 705, 718, 745, 781, 807, 816, 841, 847, 875, 881, 947, 967, 1057, 1060, 1062, 1070, 1099, 1104, 1152, 1163, 1224, 1312, 1380, 1385, 1407, 1408, 1452, 1535, 1536, 1653, 1665, 1683, 1697, 1750, 1795, 1816, 1856, 1873, 1885, 1917, 1972, 1991]",C543086,2663,A
DB06601,Betrixaban,Small Molecule,COC1=CC=C(NC(=O)C2=CC=C(C=C2)C(=N)N(C)C)C(=C1)C(=O)NC1=CC=C(Cl)C=N1,approved investigational,"[62, 216, 322, 329, 378, 486, 561, 618, 623, 650, 695, 705, 718, 745, 781, 807, 816, 841, 847, 875, 881, 947, 967, 1057, 1060, 1062, 1070, 1099, 1104, 1152, 1163, 1224, 1312, 1380, 1385, 1407, 1408, 1452, 1535, 1536, 1653, 1665, 1683, 1697, 1750, 1795, 1816, 1856, 1873, 1885, 1917, 1972, 1991]",C543086,2663,A
DB12369,Sotrastaurin,Small Molecule,CN1CCN(CC1)C1=NC(C2=C(C(=O)NC2=O)C2=CNC3=C2C=CC=C3)=C2C=CC=CC2=N1,investigational,"[14, 119, 207, 289, 314, 323, 328, 335, 352, 378, 389, 407, 546, 642, 650, 806, 828, 926, 935, 1057, 1060, 1088, 1097, 1114, 1145, 1199, 1236, 1242, 1256, 1357, 1380, 1463, 1480, 1488, 1507, 1508, 1573, 1594, 1657, 1668, 1750, 1783, 1855, 1858, 1862, 1873, 1879, 1915, 1937]",C543528,2664,C
