"sampleid","link","CCLE.name","Cell.line.primary.name","Cell.line.aliases","Gender","Site.Primary","Histology","Hist.Subtype1","Notes","Source","Expression.arrays","SNP.arrays","Oncomap","Hybrid.Capture.Sequencing","CCLE_rnaseq.sampleid","tissueid","Cellosaurus.Disease.Type","Cellosaurus.Accession.id","PharmacoDB.id","unique.tissueid.fromstudies","CellLine.Type","Metastatic"
"SK-UT-1","http://www.broadinstitute.org/ccle/cell%20lines/SKUT1_SOFT_TISSUE","SKUT1_SOFT_TISSUE","SK-UT-1",NA,"F","soft_tissue","leiomyosarcoma","NS",NA,"ATCC","AGENT_p_NCLE_RNA6_HG-U133_Plus_2_G02_436512","PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_B10_437558","yes","yes","SK-UT-1","Uterus","Uterine corpus leiomyosarcoma","CVCL_0533","SKUT1_1415_2019","soft_tissue","Cancer cell line",NA
"SKM-1","http://www.broadinstitute.org/ccle/cell%20lines/SKM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","SKM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","SKM-1",NA,"M","haematopoietic_and_lymphoid_tissue","haematopoietic_neoplasm","acute_myeloid_leukaemia",NA,"HSRRB","MAKER_p_NCLE_RNA7_HG-U133_Plus_2_B06_454594","BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_H04_464638","yes","yes","SKM-1","Myeloid","Adult acute myeloid leukemia","CVCL_0098","SKM1_1418_2019","haematopoietic_and_lymphoid_tissue","Cancer cell line",NA
"SKNO-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SKNO-1","Myeloid","Adult acute myeloid leukemia with maturation",NA,NA,"haematopoietic_and_lymphoid_tissue",NA,NA
"SLR20","http://www.broadinstitute.org/ccle/cell%20lines/SLR20_KIDNEY","SLR20_KIDNEY","SLR 20",NA,NA,"kidney","carcinoma","renal_cell_carcinoma",NA,"Academic Lab / Achilles","RILLS_p_AchillesExp_Mar2011_1_HG-U133_Plus_2_D06_767962","EPHOR_p_NCLE_Achilles_DNAAffy15_GenomeWideSNP_6_G01_780370",NA,NA,NA,"Bladder/Urinary Tract","Bladder carcinoma","CVCL_V606","SLR20_1421_2019","kidney","Cancer cell line",NA
"SLR21","http://www.broadinstitute.org/ccle/cell%20lines/SLR21_KIDNEY","SLR21_KIDNEY","SLR 21",NA,NA,"kidney","carcinoma","renal_cell_carcinoma",NA,"Academic Lab / Achilles","RILLS_p_AchillesExp_Mar2011_1_HG-U133_Plus_2_D02_767966","EPHOR_p_NCLE_Achilles_DNAAffy15_GenomeWideSNP_6_F11_780364",NA,NA,NA,"Kidney","Clear cell renal cell carcinoma","CVCL_V607","SLR21_1422_2019","kidney","Cancer cell line",TRUE
"SLR23","http://www.broadinstitute.org/ccle/cell%20lines/SLR23_KIDNEY","SLR23_KIDNEY","SLR 23",NA,NA,"kidney","carcinoma","renal_cell_carcinoma",NA,"Academic Lab / Achilles","RILLS_p_AchillesExp_Mar2011_1_HG-U133_Plus_2_A03_767956","EPHOR_p_NCLE_Achilles_DNAAffy15_GenomeWideSNP_6_G11_780266",NA,NA,NA,"Kidney","Clear cell renal cell carcinoma","CVCL_V609","SLR23_1423_2019","kidney","Cancer cell line",TRUE
"SLR24","http://www.broadinstitute.org/ccle/cell%20lines/SLR24_KIDNEY","SLR24_KIDNEY","SLR 24",NA,NA,"kidney","carcinoma","renal_cell_carcinoma",NA,"Academic Lab / Achilles","RILLS_p_AchillesExp_Mar2011_1_HG-U133_Plus_2_A09_767854",NA,NA,NA,NA,"Kidney","Clear cell renal cell carcinoma","CVCL_V610","SLR24_1424_2019","kidney","Cancer cell line",NA
"SLR25","http://www.broadinstitute.org/ccle/cell%20lines/SLR25_KIDNEY","SLR25_KIDNEY","SLR 25",NA,NA,"kidney","carcinoma","renal_cell_carcinoma",NA,"Academic Lab / Achilles","RILLS_p_AchillesExp_Mar2011_1_HG-U133_Plus_2_B10_767824","EPHOR_p_NCLE_Achilles_DNAAffy15_GenomeWideSNP_6_F09_780206",NA,NA,NA,"Kidney","Clear cell renal cell carcinoma","CVCL_V611","SLR25_1425_2019","kidney","Cancer cell line",TRUE
"SLR26","http://www.broadinstitute.org/ccle/cell%20lines/SLR26_KIDNEY","SLR26_KIDNEY","SLR 26",NA,NA,"kidney","carcinoma","renal_cell_carcinoma",NA,"Academic Lab / Achilles","RILLS_p_AchillesExp_Mar2011_1_HG-U133_Plus_2_C02_767920","EPHOR_p_NCLE_Achilles_DNAAffy15_GenomeWideSNP_6_G05_780302",NA,NA,NA,"Kidney","Clear cell renal cell carcinoma","CVCL_V612","SLR26_1426_2019","kidney","Cancer cell line",NA
"SNB-19","http://www.broadinstitute.org/ccle/cell%20lines/SNB19_CENTRAL_NERVOUS_SYSTEM","SNB19_CENTRAL_NERVOUS_SYSTEM","SNB-19",NA,"M","central_nervous_system","glioma","astrocytoma_Grade_IV","Identical lines: SNB-19 and U-251 MG share high SNP identity","DSMZ","NIECE_p_NCLE_RNA3_HG-U133_Plus_2_B11_296034","HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_F04_293406","yes",NA,NA,"CNS/Brain","Astrocytoma","CVCL_0535","SNB19_1429_2019","central_nervous_system","Cancer cell line",NA
"SNB-75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SNB-75","CNS/Brain","Glioblastoma","CVCL_1706","SNB75_1430_2019","central_nervous_system","Cancer cell line",NA
"SNG-M","http://www.broadinstitute.org/ccle/cell%20lines/SNGM_ENDOMETRIUM","SNGM_ENDOMETRIUM","SNG-M",NA,"F","endometrium","carcinoma","adenocarcinoma",NA,"HSRRB","AGENT_p_NCLE_RNA6_HG-U133_Plus_2_C10_436514","PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_G08_437484","yes","yes","SNG-M","Uterus","Endometrial adenocarcinoma","CVCL_1707","SNGM_1431_2019","endometrium","Cancer cell line",TRUE
"SNU-1","http://www.broadinstitute.org/ccle/cell%20lines/SNU1_STOMACH","SNU1_STOMACH","SNU-1","NCI-SNU-1","M","stomach","carcinoma","undifferentiated_adenocarcinoma",NA,"ATCC","MAKER_p_NCLE_RNA7_HG-U133_Plus_2_C09_454626","PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_B05_437532","yes","yes","SNU-1","Esophagus/Stomach","Gastric adenocarcinoma","CVCL_0099","NCISNU1_1152_2019","stomach","Cancer cell line",NA
"SNU-1033","http://www.broadinstitute.org/ccle/cell%20lines/SNU1033_LARGE_INTESTINE","SNU1033_LARGE_INTESTINE","SNU-1033","NCI-SNU-1033","F","large_intestine","carcinoma","NS",NA,"KCLB","BITTS_p_NCLE_RNA12_HG-U133_Plus_2_G01_698894",NA,"yes","yes","SNU-1033","Bowel","Rectal adenocarcinoma","CVCL_5002","SNU1033_1433_2019","large_intestine","Cancer cell line",NA
"SNU-1040","http://www.broadinstitute.org/ccle/cell%20lines/SNU1040_LARGE_INTESTINE","SNU1040_LARGE_INTESTINE","SNU-1040","NCI-SNU-1040","M","large_intestine","carcinoma","NS",NA,"KCLB","GILDS_p_NCLE_RNA11_Redo_HG-U133_Plus_2_A01_587656","QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_F07_592806","yes","yes","SNU-1040","Bowel","Colon adenocarcinoma","CVCL_5003","SNU1040_1434_2019","large_intestine","Cancer cell line",NA
"SNU-1041","http://www.broadinstitute.org/ccle/cell%20lines/SNU1041_UPPER_AERODIGESTIVE_TRACT","SNU1041_UPPER_AERODIGESTIVE_TRACT","SNU-1041","NCI-SNU-1041",NA,"upper_aerodigestive_tract","carcinoma","NS",NA,"KCLB","CRAZY_p_NCLE_RNA10_HG-U133_Plus_2_A08_569424",NA,"yes","yes","SNU-1041","Head and Neck","Hypopharyngeal squamous cell carcinoma","CVCL_L085","SNU1041_1435_2019","upper_aerodigestive_tract","Cancer cell line",NA
"SNU-1066","http://www.broadinstitute.org/ccle/cell%20lines/SNU1066_UPPER_AERODIGESTIVE_TRACT","SNU1066_UPPER_AERODIGESTIVE_TRACT","SNU-1066","NCI-SNU-1066","M","upper_aerodigestive_tract","carcinoma","squamous_cell_carcinoma",NA,"KCLB","CRAZY_p_NCLE_RNA10_HG-U133_Plus_2_A07_569568",NA,"yes","yes","SNU-1066","Head and Neck","Laryngeal squamous cell carcinoma","CVCL_5005","SNU1066_1436_2019","upper_aerodigestive_tract","Cancer cell line",NA
"SNU-1076","http://www.broadinstitute.org/ccle/cell%20lines/SNU1076_UPPER_AERODIGESTIVE_TRACT","SNU1076_UPPER_AERODIGESTIVE_TRACT","SNU-1076","NCI-SNU-1076","M","upper_aerodigestive_tract","carcinoma","squamous_cell_carcinoma",NA,"KCLB","GILDS_p_NCLE_RNA11_Redo_HG-U133_Plus_2_A02_587604","QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_C01_592648","yes","yes","SNU-1076","Head and Neck","Laryngeal squamous cell carcinoma","CVCL_5006","SNU1076_1437_2019","upper_aerodigestive_tract","Cancer cell line",NA
"SNU-1077","http://www.broadinstitute.org/ccle/cell%20lines/SNU1077_ENDOMETRIUM","SNU1077_ENDOMETRIUM","SNU-1077","NCI-SNU-1077","F","endometrium","carcinoma","carcinosarcoma-malignant_mesodermal_mixed_tumour",NA,"KCLB","BITTS_p_NCLE_RNA12_HG-U133_Plus_2_F02_698930","VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_B07_698676","yes","yes","SNU-1077","Uterus","Uterine carcinosarcoma","CVCL_5007","SNU1077_1438_2019","endometrium","Cancer cell line",NA
"SNU-1079","http://www.broadinstitute.org/ccle/cell%20lines/SNU1079_BILIARY_TRACT","SNU1079_BILIARY_TRACT","SNU-1079","NCI-SNU-1079",NA,"biliary_tract","carcinoma","NS",NA,"KCLB","GILDS_p_NCLE_RNA11_Redo_HG-U133_Plus_2_A10_587668","QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_E10_592668","yes","yes","SNU-1079","Biliary Tract","Intrahepatic cholangiocarcinoma","CVCL_5008","SNU1079_1439_2019","biliary_tract","Cancer cell line",NA
"SNU-1105","http://www.broadinstitute.org/ccle/cell%20lines/SNU1105_CENTRAL_NERVOUS_SYSTEM","SNU1105_CENTRAL_NERVOUS_SYSTEM","SNU-1105","NCI-SNU-1105","M","central_nervous_system","glioma","astrocytoma_Grade_IV",NA,"KCLB","GILDS_p_NCLE_RNA11_Redo_HG-U133_Plus_2_B07_587548","QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_A07_592700","yes","yes","SNU-1105","CNS/Brain","Glioblastoma","CVCL_5010","SNU1105_1440_2019","central_nervous_system","Cancer cell line",NA
"SNU-119","http://www.broadinstitute.org/ccle/cell%20lines/SNU119_OVARY","SNU119_OVARY","SNU-119","NCI-SNU-119","F","ovary","carcinoma","adenocarcinoma",NA,"KCLB","BITTS_p_NCLE_RNA12_HG-U133_Plus_2_F12_698834","QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_D08_592620","yes","yes","SNU-119","Ovary/Fallopian Tube","High grade ovarian serous adenocarcinoma","CVCL_5014","SNU119_1441_2019","ovary","Cancer cell line",TRUE
"SNU-1196","http://www.broadinstitute.org/ccle/cell%20lines/SNU1196_BILIARY_TRACT","SNU1196_BILIARY_TRACT","SNU-1196","NCI-SNU-1196",NA,"biliary_tract","carcinoma","NS",NA,"KCLB","GILDS_p_NCLE_RNA11_Redo_HG-U133_Plus_2_A09_587692","VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_B01_698696","yes","yes","SNU-1196","Biliary Tract","Hilar cholangiocarcinoma","CVCL_5015","SNU1196_1442_2019","biliary_tract","Cancer cell line",NA
"SNU-1197","http://www.broadinstitute.org/ccle/cell%20lines/SNU1197_LARGE_INTESTINE","SNU1197_LARGE_INTESTINE","SNU-1197","NCI-SNU-1197","M","large_intestine","carcinoma","NS",NA,"KCLB","BITTS_p_NCLE_RNA12_HG-U133_Plus_2_C06_698904","EPHOR_p_NCLE_Achilles_DNAAffy15_GenomeWideSNP_6_B10_780248","yes","yes","SNU-1197","Bowel","Colon adenocarcinoma","CVCL_5016","SNU1197_1443_2019","large_intestine","Cancer cell line",NA
"SNU-1214","http://www.broadinstitute.org/ccle/cell%20lines/SNU1214_UPPER_AERODIGESTIVE_TRACT","SNU1214_UPPER_AERODIGESTIVE_TRACT","SNU-1214","NCI-SNU-1214","M","upper_aerodigestive_tract","carcinoma","squamous_cell_carcinoma",NA,"KCLB","BITTS_p_NCLE_RNA12_HG-U133_Plus_2_C03_698748","QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_D06_592686","yes","yes","SNU-1214","Head and Neck","Laryngeal squamous cell carcinoma","CVCL_5017","SNU1214_1444_2019","upper_aerodigestive_tract","Cancer cell line",NA
"SNU-1272","http://www.broadinstitute.org/ccle/cell%20lines/SNU1272_KIDNEY","SNU1272_KIDNEY","SNU-1272","NCI-SNU-1272","F","kidney","carcinoma","clear_cell_renal_cell_carcinoma",NA,"KCLB","BITTS_p_NCLE_RNA12_HG-U133_Plus_2_D03_698774","QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_B08_592666","yes","yes","SNU-1272","Kidney","Clear cell renal cell carcinoma","CVCL_8788","SNU1272_1445_2019","kidney","Cancer cell line",NA
"SNU-16","http://www.broadinstitute.org/ccle/cell%20lines/SNU16_STOMACH","SNU16_STOMACH","SNU-16","NCI-SNU-16","F","stomach","carcinoma","undifferentiated_adenocarcinoma",NA,"ATCC","CASED_p_NCLE_RNA4_HG-U133_Plus_2_D07_383704","FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_E08_335298","yes",NA,"SNU-16","Esophagus/Stomach","Gastric adenocarcinoma","CVCL_0076","NCISNU16_1153_2019","stomach","Cancer cell line",TRUE
"SNU-175","http://www.broadinstitute.org/ccle/cell%20lines/SNU175_LARGE_INTESTINE","SNU175_LARGE_INTESTINE","SNU-175","NCI-SNU-175","F","large_intestine","carcinoma","NS",NA,"KCLB","GILDS_p_NCLE_RNA11_Redo_HG-U133_Plus_2_A03_587658","QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_A08_592750","yes","yes","SNU-175","Bowel","Colon adenocarcinoma","CVCL_5031","SNU175_1447_2019","large_intestine","Cancer cell line",TRUE
"SNU-182","http://www.broadinstitute.org/ccle/cell%20lines/SNU182_LIVER","SNU182_LIVER","SNU-182","NCI-SNU-182","M","liver","carcinoma","hepatocellular_carcinoma",NA,"ATCC","CASED_p_NCLE_RNA4_HG-U133_Plus_2_C03_383636","SKATS_p_NCLE_DNAAffy13_GenomeWideSNP_6_C03_592888","yes","yes","SNU-182","Liver","Hepatocellular carcinoma","CVCL_0090","SNU182_1448_2019","liver","Cancer cell line",NA
"SNU-201","http://www.broadinstitute.org/ccle/cell%20lines/SNU201_CENTRAL_NERVOUS_SYSTEM","SNU201_CENTRAL_NERVOUS_SYSTEM","SNU-201","NCI-SNU-201","M","central_nervous_system","glioma","astrocytoma_Grade_IV",NA,"KCLB","GILDS_p_NCLE_RNA11_Redo_HG-U133_Plus_2_A06_587710","QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_D11_592748","yes","yes","SNU-201","CNS/Brain","Glioblastoma","CVCL_5033","SNU201_1449_2019","central_nervous_system","Cancer cell line",NA
"SNU-213","http://www.broadinstitute.org/ccle/cell%20lines/SNU213_PANCREAS","SNU213_PANCREAS","SNU-213","NCI-SNU-213","M","pancreas","carcinoma","NS",NA,"KCLB","BITTS_p_NCLE_RNA12_HG-U133_Plus_2_F04_698822","QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_E09_592640","yes","yes","SNU-213","Pancreas","Pancreatic adenocarcinoma","CVCL_5034","SNU213_1450_2019","pancreas","Cancer cell line",NA
"SNU-216","http://www.broadinstitute.org/ccle/cell%20lines/SNU216_STOMACH","SNU216_STOMACH","SNU-216","NCI-SNU-216","F","stomach","carcinoma","NS",NA,"KCLB","GILDS_p_NCLE_RNA11_Redo_HG-U133_Plus_2_A08_587590","QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_G04_592674","yes","yes","SNU-216","Esophagus/Stomach","Gastric tubular adenocarcinoma","CVCL_3946","SNU216_1451_2019","stomach","Cancer cell line",TRUE
"SNU-245","http://www.broadinstitute.org/ccle/cell%20lines/SNU245_BILIARY_TRACT","SNU245_BILIARY_TRACT","SNU-245","NCI-SNU-245",NA,"biliary_tract","carcinoma","NS",NA,"KCLB","GILDS_p_NCLE_RNA11_Redo_HG-U133_Plus_2_C05_587588","QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_C12_592634","yes","yes","SNU-245","Biliary Tract","Cholangiocarcinoma","CVCL_5038","SNU245_1452_2019","biliary_tract","Cancer cell line",NA
"SNU-283","http://www.broadinstitute.org/ccle/cell%20lines/SNU283_LARGE_INTESTINE","SNU283_LARGE_INTESTINE","SNU-283","NCI-SNU-283","F","large_intestine","carcinoma","NS",NA,"KCLB","GILDS_p_NCLE_RNA11_Redo_HG-U133_Plus_2_B08_587738","QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_C02_592762","yes","yes",NA,"Bowel","Rectal adenocarcinoma","CVCL_5044","SNU283_1453_2019","large_intestine","Cancer cell line",TRUE
"SNU-308","http://www.broadinstitute.org/ccle/cell%20lines/SNU308_BILIARY_TRACT","SNU308_BILIARY_TRACT","SNU-308","NCI-SNU-308",NA,"biliary_tract","carcinoma","NS",NA,"KCLB","GILDS_p_NCLE_RNA11_Redo_HG-U133_Plus_2_C03_587614","QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_E07_592708","yes","yes","SNU-308","Biliary Tract","Gallbladder carcinoma","CVCL_5048","SNU308_1454_2019","biliary_tract","Cancer cell line",NA
"SNU-324","http://www.broadinstitute.org/ccle/cell%20lines/SNU324_PANCREAS","SNU324_PANCREAS","SNU-324","NCI-SNU-324","M","pancreas","carcinoma","NS",NA,"KCLB","BITTS_p_NCLE_RNA12_HG-U133_Plus_2_E05_698926","QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_D01_592776","yes","yes","SNU-324","Pancreas","Pancreatic adenocarcinoma","CVCL_5051","SNU324_1455_2019","pancreas","Cancer cell line",NA
"SNU-349","http://www.broadinstitute.org/ccle/cell%20lines/SNU349_KIDNEY","SNU349_KIDNEY","SNU-349","NCI-SNU-349","M","kidney","carcinoma","clear_cell_renal_cell_carcinoma",NA,"KCLB","GAZER_p_NCLE_Expr_P13_HG-U133_Plus_2_A01_779644","QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_E01_592680","yes","yes","SNU-349","Kidney","Clear cell renal cell carcinoma","CVCL_5054","SNU349_1456_2019","kidney","Cancer cell line",NA
"SNU-387","http://www.broadinstitute.org/ccle/cell%20lines/SNU387_LIVER","SNU387_LIVER","SNU-387","NCI-SNU-387","F","liver","carcinoma","hepatocellular_carcinoma",NA,"ATCC","CASED_p_NCLE_RNA4_HG-U133_Plus_2_G10_383606","LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_B05_437304","yes","yes","SNU-387","Liver","Hepatocellular carcinoma","CVCL_0250","SNU387_1457_2019","liver","Cancer cell line",NA
"SNU-398","http://www.broadinstitute.org/ccle/cell%20lines/SNU398_LIVER","SNU398_LIVER","SNU-398","NCI-SNU-398","M","liver","carcinoma","hepatocellular_carcinoma",NA,"ATCC","CASED_p_NCLE_RNA4_HG-U133_Plus_2_G05_383642","LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_B07_437308","yes","yes","SNU-398","Liver","Hepatocellular carcinoma","CVCL_0077","SNU398_1458_2019","liver","Cancer cell line",NA
"SNU-407","http://www.broadinstitute.org/ccle/cell%20lines/SNU407_LARGE_INTESTINE","SNU407_LARGE_INTESTINE","SNU-407","NCI-SNU-407","M","large_intestine","carcinoma","NS",NA,"KCLB","GILDS_p_NCLE_RNA11_Redo_HG-U133_Plus_2_A05_587552","QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_B02_592734","yes","yes","SNU-407","Bowel","Colon adenocarcinoma","CVCL_5058","SNU407_1459_2019","large_intestine","Cancer cell line",TRUE
"SNU-410","http://www.broadinstitute.org/ccle/cell%20lines/SNU410_PANCREAS","SNU410_PANCREAS","SNU-410","NCI-SNU-410","M","pancreas","carcinoma","NS",NA,"KCLB","GILDS_p_NCLE_RNA11_Redo_HG-U133_Plus_2_D04_587678","QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_F09_592692","yes","yes","SNU-410","Pancreas","Pancreatic adenocarcinoma","CVCL_5059","SNU410_1460_2019","pancreas","Cancer cell line",TRUE
"SNU-423","http://www.broadinstitute.org/ccle/cell%20lines/SNU423_LIVER","SNU423_LIVER","SNU-423","NCI-SNU-423","M","liver","carcinoma","hepatocellular_carcinoma",NA,"ATCC","CASED_p_NCLE_RNA4_HG-U133_Plus_2_G06_383654","LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_B08_437310","yes","yes","SNU-423","Liver","Hepatocellular carcinoma","CVCL_0366","SNU423_1461_2019","liver","Cancer cell line",NA
"SNU-449","http://www.broadinstitute.org/ccle/cell%20lines/SNU449_LIVER","SNU449_LIVER","SNU-449","NCI-SNU-449","M","liver","carcinoma","hepatocellular_carcinoma",NA,"ATCC","AGENT_p_NCLE_RNA6_HG-U133_Plus_2_B05_436592","LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_B09_437312","yes","yes","SNU-449","Liver","Hepatocellular carcinoma","CVCL_0454","SNU449_1462_2019","liver","Cancer cell line",NA
"SNU-46","http://www.broadinstitute.org/ccle/cell%20lines/SNU46_UPPER_AERODIGESTIVE_TRACT","SNU46_UPPER_AERODIGESTIVE_TRACT","SNU-46","NCI-SNU-46","M","upper_aerodigestive_tract","carcinoma","squamous_cell_carcinoma",NA,"KCLB","GILDS_p_NCLE_RNA11_Redo_HG-U133_Plus_2_C01_587674","VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_B06_698556","yes","yes",NA,"Head and Neck","Laryngeal squamous cell carcinoma","CVCL_5063","SNU46_1463_2019","upper_aerodigestive_tract","Cancer cell line",NA
"SNU-466","http://www.broadinstitute.org/ccle/cell%20lines/SNU466_CENTRAL_NERVOUS_SYSTEM","SNU466_CENTRAL_NERVOUS_SYSTEM","SNU-466","NCI-SNU-466","M","central_nervous_system","glioma","astrocytoma_Grade_IV",NA,"KCLB","GILDS_p_NCLE_RNA11_Redo_HG-U133_Plus_2_B05_587708","QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_B06_592768","yes","yes","SNU-466","CNS/Brain","Glioblastoma","CVCL_5064","SNU466_1464_2019","central_nervous_system","Cancer cell line",NA
"SNU-475","http://www.broadinstitute.org/ccle/cell%20lines/SNU475_LIVER","SNU475_LIVER","SNU-475","NCI-SNU-475","M","liver","carcinoma","hepatocellular_carcinoma",NA,"ATCC","CASED_p_NCLE_RNA4_HG-U133_Plus_2_H11_383774","LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_A12_437330","yes","yes","SNU-475","Liver","Hepatocellular carcinoma","CVCL_0497","SNU475_1465_2019","liver","Cancer cell line",NA
"SNU-478","http://www.broadinstitute.org/ccle/cell%20lines/SNU478_BILIARY_TRACT","SNU478_BILIARY_TRACT","SNU-478","NCI-SNU-478",NA,"biliary_tract","carcinoma","NS",NA,"KCLB","GILDS_p_NCLE_RNA11_Redo_HG-U133_Plus_2_C06_587664","QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_F03_592652","yes","yes","SNU-478","Ampulla of Vater","Ampulla of Vater adenocarcinoma","CVCL_5065","SNU478_1466_2019","pancreas","Cancer cell line",NA
"SNU-489","http://www.broadinstitute.org/ccle/cell%20lines/SNU489_CENTRAL_NERVOUS_SYSTEM","SNU489_CENTRAL_NERVOUS_SYSTEM","SNU-489","NCI-SNU-489","M","central_nervous_system","glioma","astrocytoma_Grade_IV",NA,"KCLB","GAZER_p_NCLE_Expr_P13_HG-U133_Plus_2_C09_779744","QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_A09_592760","yes","yes","SNU-489","CNS/Brain","Glioblastoma","CVCL_5069","SNU489_1468_2019","central_nervous_system","Cancer cell line",NA
"SNU-5","http://www.broadinstitute.org/ccle/cell%20lines/SNU5_STOMACH","SNU5_STOMACH","SNU-5","NCI-SNU-5","F","stomach","carcinoma","undifferentiated_adenocarcinoma",NA,"ATCC","CASED_p_NCLE_RNA4_HG-U133_Plus_2_H10_383770","PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_C06_437508","yes","yes","SNU-5","Esophagus/Stomach","Gastric adenocarcinoma","CVCL_0078","NCISNU5_1154_2019","stomach","Cancer cell line",TRUE
"SNU-503","http://www.broadinstitute.org/ccle/cell%20lines/SNU503_LARGE_INTESTINE","SNU503_LARGE_INTESTINE","SNU-503","NCI-SNU-503","M","large_intestine","carcinoma","NS",NA,"KCLB","GILDS_p_NCLE_RNA11_Redo_HG-U133_Plus_2_D06_587666","QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_A01_592730","yes","yes","SNU-503","Bowel","Rectal adenocarcinoma","CVCL_5071","SNU503_1470_2019","large_intestine","Cancer cell line",TRUE
"SNU-520","http://www.broadinstitute.org/ccle/cell%20lines/SNU520_STOMACH","SNU520_STOMACH","SNU-520","NCI-SNU-520","F","stomach","carcinoma","NS",NA,"KCLB","BITTS_p_NCLE_RNA12_HG-U133_Plus_2_F08_698928","QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_F04_592808","yes","yes","SNU-520","Esophagus/Stomach","Gastric adenocarcinoma","CVCL_5072","SNU520_1471_2019","stomach","Cancer cell line",NA
"SNU-601","http://www.broadinstitute.org/ccle/cell%20lines/SNU601_STOMACH","SNU601_STOMACH","SNU-601","NCI-SNU-601","M","stomach","carcinoma","NS",NA,"KCLB","GAZER_p_NCLE_Expr_P13_HG-U133_Plus_2_B04_779662","QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_B11_592706","yes","yes","SNU-601","Esophagus/Stomach","Signet ring cell gastric adenocarcinoma","CVCL_0101","SNU601_1472_2019","stomach","Cancer cell line",TRUE
"SNU-61","http://www.broadinstitute.org/ccle/cell%20lines/SNU61_LARGE_INTESTINE","SNU61_LARGE_INTESTINE","SNU-61","NCI-SNU-61","M","large_intestine","carcinoma","NS",NA,"KCLB","BITTS_p_NCLE_RNA12_HG-U133_Plus_2_E03_698884","QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_E11_592654","yes",NA,"SNU-61","Bowel","Rectal adenocarcinoma","CVCL_5078","SNU61_1473_2019","large_intestine","Cancer cell line",TRUE
"SNU-620","http://www.broadinstitute.org/ccle/cell%20lines/SNU620_STOMACH","SNU620_STOMACH","SNU-620","NCI-SNU-620","F","stomach","carcinoma","NS",NA,"KCLB","BITTS_p_NCLE_RNA12_HG-U133_Plus_2_G09_698890","QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_C09_592794","yes","yes","SNU-620","Esophagus/Stomach","Gastric adenocarcinoma","CVCL_5079","SNU620_1474_2019","stomach","Cancer cell line",TRUE
